station_name,station_latitude,station_longitude
"Surrey Lane, Battersea",51.47498401,-0.1694297151
"Twig Folly Bridge, Mile End",51.5303024,-0.0427928
"Wells Street, Fitzrovia",51.51766473,-0.138516325
"Orsett Terrace, Bayswater",51.51747844,-0.1852870436
"Frith Street, Soho",51.51365702,-0.1315181416
"Finsbury Leisure Centre, St. Luke's",51.52603035,-0.09514060408
"Snow Hill, Farringdon",51.5180324,-0.1053424
"King Edward Street, St Pauls",51.516,-0.098598
"Neville Gill Close, Wandsworth",51.4549723,-0.1952557417
"Finsbury Library , Finsbury",51.5648345,-0.1064144
"Palace Gardens Terrace, Notting Hill",51.5097144,-0.1933535
"Mostyn Grove, Bow",51.5307608,-0.0256743101
"Gloucester Street, Pimlico",51.48837577,-0.1424021902
"Millharbour, Millwall",51.49766301,-0.01898485884
"Vereker Road, West Kensington",51.48837395,-0.208596857
"Harrington Square 2, Camden Town",51.53254901,-0.138933264
"Gas Holders, Battersea Park",51.479248,-0.142765
"Maplin Street, Mile End",51.5248325,-0.03259585
"Warwick Row, Westminster",51.49826755,-0.14291405
"Victoria Rise, Clapham Common",51.4613702,-0.1478956
"Brandon Street, Walworth",51.48984369,-0.09205281608
One London,51.5034702,-0.1517067598
"Exhibition Road, South Kensington",51.49796685,-0.1741755972
"Baylis Road, Waterloo",51.50078511,-0.1107215294
"Craven Street, Strand",51.507482,-0.12486
"Cleveland Way, Stepney",51.52146641,-0.05249699353
"Vincent Street, Pimlico",51.49299297,-0.130621903
"Grafton Street, Mayfair",51.50986378,-0.1436592769
"Mexfield Road, East Putney",51.458139,-0.202926
Snowsfields Bridge,51.509648,-0.099076
"Black Prince Road, Vauxhall",51.49244388,-0.1217273541
"Theobald's Road , Holborn",51.52054621,-0.1170876921
"Harper Road, The Borough",51.49827774,-0.09557010908
"Westbridge Road, Battersea",51.47621768,-0.1715183604
"Guildhouse Street, Victoria",51.49267619,-0.1418200483
"Kennington Oval, Oval",51.48210305,-0.111732685
"Queen Mary's, Mile End",51.5224996,-0.04138215
"Curzon Street, Mayfair",51.507268,-0.1456711196
"Frampton Street, Paddington",51.525287,-0.1723138013
"Queensbridge Road, Haggerston",51.54130904,-0.07003178385
"Victory Place, Walworth",51.49279801,-0.09185523049
"Smugglers Way, Wandsworth",51.46152883,-0.1921731646
"Ashley Crescent, Battersea",51.46727133,-0.1516353467
"Devonshire Terrace, Bayswater",51.51401478,-0.1802964112
"Hop Exchange, The Borough",51.5046269,-0.09169725
"Exhibition Road Museums, Knightsbridge",51.500209,-0.167264
"The Tennis Courts, The Regent's Park",53.262659,-1.916623
"Gunmakers Lane, Old Ford",51.53543825,-0.033886783
"Millennium Hotel, Mayfair",51.5109351,-0.1512467
"Old Ford Road, Bethnal Green",51.53079201,-0.05033731129
"Culvert Road, Battersea",51.47192438,-0.1594335232
"Doddington Grove, Kennington",51.485821,-0.112331
"Chadwell Street, Angel",51.53035341,-0.1070674148
"Godliman Street, St. Paul's",51.51256663,-0.09908602016
"Broadwick Street, Soho",51.51362073,-0.1356763037
"Southwark Station 1, Southwark",51.5040138,-0.1052512
"Belgrave Road, Victoria",51.49315169,-0.1442142851
"Alfred Place, Bloomsbury",51.52004741,-0.132828353
"Pitfield Street Central, Hoxton",51.5321146,-0.0830504
"Abingdon Villas, Kensington",51.49787451,-0.1951780305
"Langdon Park, Poplar",51.5152051,-0.0141164
"Oval Way, Vauxhall",51.48586857,-0.1166731896
"Winsland Street, Paddington",51.51703554,-0.1743463152
"Cartwright Gardens , Bloomsbury",51.52686605,-0.1269611423
"York Hall, Bethnal Green",51.52957,-0.0551287
"Whiteley's, Bayswater",51.514358,-0.188707
"Reardon Street, Wapping",51.5068155,-0.05986138372
"Flood Street, Chelsea",51.48526929,-0.1646656503
"Farm Street, Mayfair",51.50930398,-0.1486510655
"Belford House, Haggerston",51.5368313,-0.0702168
"Clarges Street, Mayfair",51.50670267,-0.1448603111
"Greenland Road, Camden Town",51.53964319,-0.1400001675
"Allington Street, Victoria",51.49728452,-0.1426724397
"Fashion Street, Whitechapel",51.51844068,-0.07287281686
"Bell Street , Marylebone",51.52145312,-0.1676298278
"Bouverie Street, Temple",51.513379,-0.107951
"Hammersmith Town Hall, Hammersmith",51.4917715,-0.2338350917
"Blythe Road, Olympia",51.497882,-0.217914
"South Bermondsey Station, Bermondsey",51.488096,-0.0578064
"Lansdown Drive, Hackney Central",51.547046,-0.057562
"King Edward Walk, Waterloo",51.497483,-0.109974
"Humbolt Road, Fulham",51.48429053,-0.2122244837
"Barons Court Station, West Kensington",51.4903477,-0.2144055
"Clapham Road, Lingham Street, Stockwell",51.469102,-0.116113
"Broadcasting House, Marylebone",51.51878285,-0.1438328269
"Normand Park, West Kensington",51.4846607,-0.2065150973
"Ferndale Road, Brixton. ",51.46315145,-0.1198822231
"Irene Road, Parsons Green",51.509648,-0.099076
"St. Martin's Street, West End",50.834028,-0.12836
"Stanhope Gate, Mayfair",51.50662364,-0.1513067096
"Canton Street, Poplar",51.51232355,-0.02274257303
"Ravenscourt Park Station, Hammersmith",51.4941293,-0.2357932
"Alma Road, Wandsworth",51.45938375,-0.186130327
"Kensington Olympia Station, Olympia",51.497437,-0.2094954
"Southwick Street, Paddington",51.51621647,-0.1696780233
"Ladbroke Grove Central, Ladbroke Grove",51.5117004,-0.2059456
"Turquoise Island, Notting Hill",51.5142849,-0.2009507
"Millbank Tower, Pimlico",51.49225005,-0.1258856792
"Philpot Street, Whitechapel",51.51530214,-0.05872451759
"Regent's Row , Haggerston ",51.53574606,-0.06572371381
"Park Road (Baker Street), The Regent's Park",51.533149,-0.144579
"Charles II Street, West End",51.50767,-0.133851
"Lambeth Palace Road, Waterloo",51.49997175,-0.1168085
"Abingdon Green, Westminster",51.49805555,-0.126138578
"Rampayne Street, Pimlico",51.48968525,-0.1333995084
"Tallis Street, Temple",51.511866,-0.107115
"Stepney Green Station, Stepney",51.5217924,-0.0468862
"Colet Gardens, Hammersmith",51.49233117,-0.2165898162
"Kennington Cross, Kennington",51.4887281,-0.1111131
"Dorothy Road, Clapham Junction",51.46558388,-0.1638196718
"Park Lane, Mayfair",51.50849214,-0.1543169502
"Portland Place, Marylebone",51.51897171,-0.1445451049
"Queen's Circus, Battersea Park",51.477594,-0.148334
"Broadley Terrace, Marylebone",51.52420848,-0.1662465793
"Grosvenor Road, Pimlico",51.48553966,-0.135535301
"Lodge Road, St. John's Wood",51.52785836,-0.1710773332
"Princes Square, Bayswater",51.5128679,-0.1908889704
"Import Dock, Canary Wharf",51.5061102,-0.0176241
"Birkenhead Street, King's Cross",51.53008364,-0.1220920668
"River Street , Clerkenwell",51.52924802,-0.1095894032
"Emperor's Gate, South Kensington",51.49588721,-0.1854706989
"Shadwell Station, Shadwell",51.5110908,-0.05734182441
"Brushfield Street, Liverpool Street",51.509648,-0.099076
"Queen's Gate, Kensington Gardens",51.496333,-0.1819580374
"Gloucester Road (Central), South Kensington",51.4965291,-0.1832924
"Watney Street, Shadwell",51.51249018,-0.05671512781
"Sun Street, Liverpool Street",51.509648,-0.099076
"The Blue, Bermondsey",51.4923031,-0.063616
"London Street, Paddington",51.51517032,-0.1737898494
"Crimscott Street, Bermondsey",51.49494913,-0.07926345233
"Cartier Circle, Canary Wharf",51.50429146,-0.01302165712
"Ethelburga Estate, Battersea Park",51.479248,-0.142765
"Royal Avenue 1, Chelsea",51.4898538,-0.1626786
"Brick Lane Market, Shoreditch",51.5174584,-0.0706571
"Penywern Road, Earl's Court",51.49081602,-0.1936908329
"Hertford Road, De Beauvoir Town",51.54269268,-0.07767725745
"St. Mark's Road, North Kensington",51.52111336,-0.2185390038
"Goswell Road (City Uni), Finsbury",51.5283866,-0.1010445
"Roscoe Street, St. Luke's",51.5229454,-0.0949582
"Richmond Way, Shepherd's Bush",51.50252427,-0.2174860603
"Phene Street, Chelsea",51.48501472,-0.1677364424
"Tachbrook Street, Victoria",51.49023959,-0.136519703
"Monument Street, Monument",51.5098226,-0.0851054
"Great Dover Street, The Borough",51.49736776,-0.08951713965
"Sloane Avenue, Knightsbridge",51.492306,-0.165801
"Pennington Street, Wapping",51.50879973,-0.06082227337
"Breams Buildings, Holborn",51.516057,-0.110561
"Salmon Lane, Limehouse",51.51365558,-0.03338956763
"Grosvenor Square, Mayfair",51.5115241,-0.1513893733
"East Village, Queen Elizabeth Olympic Park",51.54496,-0.01717721528
"Strata, Elephant & Castle",51.4929465,-0.0994906942
"Albert Gate, Hyde Park",51.508825,-0.163772
"Westfield Southern Terrace ,Shepherd's Bush",51.5063328,-0.2183854
"Nantes Close, Wandsworth",51.46167692,-0.1822906686
"Plough Terrace, Clapham Junction",51.46162621,-0.1751566595
"Imperial Road, Sands End",51.47479683,-0.1860649445
"Wapping Lane, Wapping",51.50597818,-0.0585832313
"Norton Folgate, Liverpool Street",51.509648,-0.099076
"Greyhound Road, Hammersmith",51.48542641,-0.2170779193
"New North Road 1, Hoxton",51.5309375,-0.085553
"South Wharf Road, Paddington",51.51798695,-0.1725217543
"Rossmore Road, Marylebone",51.52449001,-0.1664783062
"Horseferry Road, Westminster",51.49488985,-0.1320451549
"Kensington Church Street, Kensington",51.50543669,-0.1940729677
"Derry Street, Kensington",51.50122011,-0.1912942482
"Blythe Road West, Shepherd's Bush",51.4996552,-0.2216396684
"Sail Street, Vauxhall",51.49477214,-0.1160008687
"Paddington Green, Paddington",51.52046105,-0.1740696654
"Windsor Terrace, Hoxton",51.52957975,-0.09355853534
"South Park, Sands End",51.4690654,-0.1942682668
"George Street, Marylebone",51.51618257,-0.1629473303
"Northington Street , Holborn",51.52218163,-0.1146353099
"Mallory Street, Marylebone",51.52476837,-0.1667335285
"Lancaster Drive, Blackwall",51.5032629,-0.0083653
"Bevington Road West, North Kensington",51.5211509,-0.208868
"Wright's Lane, Kensington",51.5003154,-0.1930058
"Lightermans Road, Millwall",51.49899298,-0.01995063211
"Curlew Street, Shad Thames",51.509648,-0.099076
"Nutford Place, Marylebone",51.51679328,-0.1631972475
"Moorfields, Moorgate",51.5188747,-0.08563716066
"Bermondsey Street, Bermondsey",51.499205,-0.08121374018
"Kennington Road Post Office, Oval",51.4848243,-0.1105989
"Lower Marsh, Waterloo",51.5003854,-0.1135965137
"Alderney Street, Pimlico",51.48890961,-0.1424547485
"Crabtree Lane, Fulham",51.48270229,-0.2200952947
"Green Street, Mayfair",51.51279096,-0.1543602102
"Vicarage Crescent, Battersea",51.47278941,-0.1751203595
"Goldsmith's Row, Haggerston",51.533254,-0.065082
"Fore Street, Guildhall",51.509648,-0.099076
"Hewison Street, Old Ford",51.5326246,-0.02732083339
"Lots Road, West Chelsea",51.486925,-0.167411
"East Road, Hoxton",51.53012739,-0.08648242592
"Pembridge Villas, Notting Hill",51.51332532,-0.1971695969
"Hortensia Road, West Brompton",51.485792,-0.185746
"St. George's Square, Pimlico",51.4872787,-0.1347031514
"Rodney Road , Walworth",51.49129896,-0.08940167981
"Chelsea Bridge, Pimlico",51.48535545,-0.1499545
"Greenberry Street, St.John's Wood",51.53211585,-0.1681037
"Malmesbury Road, Bow",51.52946831,-0.02792845195
"Gauden Road, Clapham",51.46709359,-0.1322839239
"Clapham Common Station, Clapham Common",51.461104,-0.1387148
"Strand, Strand_OLD",51.5110762,-0.1209328991
"Clapham South, Clapham South",51.4530117,-0.1473927
"Worship Street, Hackney",51.52178503,-0.08033186996
"Coomer Place, West Kensington_OLD",51.509648,-0.099076
"Disraeli Road, Putney2",51.509648,-0.099076
"Blackfriars Station, St. Paul's",51.5104871,-0.1032417
"Montpelier Street, Knightsbridge",51.49961265,-0.1659185666
"Ford Road, Old Ford",51.53238023,-0.03301134257
"Here East South, Queen Elizabeth Olympic Park",51.54496,-0.01717721528
"Disraeli Road, Putney",51.46125332,-0.2143981012
"Cromer Street, Bloomsbury",51.52803151,-0.1210533979
"Clarendon Road, Avondale",52.473533,-1.936949
"Everington Street, Fulham",51.48436491,-0.2167330799
"Woodstock Grove, Shepherd's Bush",51.5040796,-0.2173896
"Melton Street, Euston",51.526542,-0.133822
"Furze Green, Bow",51.5182469,-0.02124099754
"Imperial College, Knightsbridge",51.4989595,-0.1756406928
"Shouldham Street, Marylebone",51.5182964,-0.1639330946
"Dickens Square, Borough",51.4972984,-0.09325061941
"Stratford Station, Stratford",51.5416543,-0.004785
"Newton Street, Covent Garden",51.513645,-0.122869
"Blenheim Crescent, Ladbroke Grove",51.5147556,-0.2081992
"Wormwood Street, Liverpool Street",51.509648,-0.099076
"Rectory Square, Stepney",51.5192063,-0.04465595433
"Teviot Street, Poplar",51.5195164,-0.01166328723
"Prince Consort Road, Knightsbridge",51.49990542,-0.17631295
"Ingrave Street, Clapham Junction",51.4672834,-0.1705386
"Greycoat Street , Westminster",51.49553504,-0.1347456106
"Knaresborough Place, Earl's Court",51.49379016,-0.1907030948
"Hermitage Court, Wapping",51.5041074,-0.06390967999
"Palace Gate, Kensington Gardens",51.5090897,-0.1938983
"Seville Street, Knightsbridge",51.500209,-0.167264
"Silverthorne Road, Battersea",51.470585,-0.146559
"New Kent Road, The Borough",51.49428748,-0.08781175688
"Penfold Street, Marylebone",51.52422375,-0.1739502738
"Princedale Road , Holland Park",51.5064546,-0.2085011
"Simpson Street, Clapham Junction",51.47095275,-0.1717025938
"Wellington Arch, Hyde Park",51.508825,-0.163772
"Milroy Walk, South Bank",51.507359,-0.110008
"Courland Grove, Wandsworth Road",51.509648,-0.099076
"High Holborn , Covent Garden",51.5128785,-0.1155906289
"Eccleston Place, Victoria",51.49371219,-0.1478244226
"Wandsworth Town Station, Wandsworth",51.4609627,-0.1882512
"Newby Place, Poplar",51.50991148,-0.01206015992
"Alfreda Street, Battersea Park",51.474272,-0.149932
"Charlbert Street, St. John's Wood",51.53393663,-0.1675766987
"Arundel Street, Temple",51.512034,-0.114092
"Ilchester Gardens, Bayswater",51.5125004,-0.1910642
"Museum of London, Barbican",51.5178026,-0.0963747
"Bunhill Row, Moorgate",51.517051,-0.088915
"Grant Road Central, Clapham Junction",51.509648,-0.099076
"Barbican Centre, Barbican",51.5198685,-0.09396929352
"Chancery Lane, Holborn",51.5181738,-0.1117642
"North Wharf Road, Paddington",51.51867974,-0.1769131542
"Albany Street, The Regent's Park",51.0381,-3.185703
"Merchant Street, Bow",51.52602759,-0.0272125652
"Store Street, Bloomsbury",51.51981831,-0.1315857802
"Queensway, Paddington",51.5104729,-0.1872329
"Allington street, Off Victoria Street, Westminster",51.518569,-0.169963
"York Way, Camden",51.53896539,-0.123840783
"Upper Grosvenor Street, Mayfair",51.51035984,-0.1542895924
"Limburg Road, Clapham Junction",51.46167082,-0.1661837517
"Coomer Place, West Kensington",51.48359259,-0.2016533463
"Hurlingham Park, Parsons Green",51.468984,-0.20213
"Ranelagh Gardens, Fulham",51.46755907,-0.2071468553
"Bradmead, Battersea Park",51.473195,-0.159157
"Kensington Gore, Knightsbridge",51.50072505,-0.1762974884
"Wapping High Street, Wapping",51.50435751,-0.0660560697
"Torrens Street, Angel",51.5322222,-0.1053913164
"Morie Street, Wandsworth",51.45993173,-0.1900965016
"Kings Gate House, Westminster",51.4977,-0.137599
"Southampton Place, Holborn",51.5179156,-0.1217036628
"Spencer Park, Wandsworth Common",51.4461242,-0.1635168
"Geraldine Street, Elephant & Castle",51.49589875,-0.1061230934
"Warwick Avenue Station, Maida Vale",51.5235664,-0.1834313
"Macclesfield Rd, St Lukes",51.528731,-0.09668
"Ackroyd Drive, Bow",51.51930522,-0.02853115585
"Malet Street, Bloomsbury",51.52191288,-0.1307941661
"Hansard Mews, Holland Park",51.503069,-0.215647
"Jubilee Plaza, Canary Wharf",51.5061102,-0.0176241
"Grosvenor Crescent, Belgravia",51.50173459,-0.1528526988
"Long Lane , Bermondsey",51.49816066,-0.08273333681
"Bolsover Street, Fitzrovia",51.5216055,-0.1426816038
"Queen Street 1, Bank",51.5115787,-0.092912
"Pitfield Street North,Hoxton",51.5354783,-0.0825621
"Bonny Street, Camden Town",51.54171826,-0.1394218019
"Naval Row, Blackwall",51.5093202,-0.004344537482
"Esmond Street, Putney",51.46222228,-0.2109782133
"Gwendwr Road, West Kensington",51.49103427,-0.2096017998
"Michael Road, Walham Green",51.47762688,-0.1886281855
"Bow Road Station, Bow",51.5275947,-0.02086607855
"Great Tower Street, Monument",51.51011891,-0.08179374125
"Fulham Park Road, Fulham",51.47313756,-0.2076662335
"South Audley Street, Mayfair",51.50903402,-0.1515628882
"Newgate Street , St. Paul's",51.51538044,-0.09884043014
"Carnegie Street, King's Cross",51.536114,-0.12527
"Lambeth North Station, Waterloo",51.4981063,-0.1122692
"Buckingham Gate, Westminster",51.4985148,-0.1366640562
"St. Bride Street, Holborn",51.518275,-0.1154
"Charlotte Terrace, Angel",51.5365728,-0.1124522
"Archbishop's Park, Waterloo",51.4968157,-0.1170283932
"Pindar Street, Liverpool Street",51.509648,-0.099076
"Pall Mall East, West End",51.508064,-0.130011
"Manresa Road, Chelsea",51.48731903,-0.1713216355
"Hoxton Street, Hoxton",51.53504168,-0.08114276927
"Charing Cross Hospital, Hammersmith",51.48692035,-0.2196193848
"Marloes Road, Kensington",51.49624337,-0.1922893149
"Sandilands Road, Walham Green",51.480054,-0.192898
"Ebury Bridge, Pimlico",51.49008771,-0.1483488025
"Hampton Street, Walworth",51.49180163,-0.1004192129
"Hardwick Street, Clerkenwell_old2",51.527903,-0.107652
"Waterloo Station 3, Waterloo",51.5038055,-0.112829
"South Quay East, Canary Wharf",51.501987,-0.016183
"Holden Street, Battersea",51.46889516,-0.1569394415
"Fournier Street, Whitechapel",51.51926513,-0.07399657706
"Lindfield Street, Poplar",51.51378683,-0.02226733534
"Eagle Wharf Road, Hoxton",51.53405849,-0.09176126939
"Harriet Street, Knightsbridge",51.500209,-0.167264
"Star Road, West Kensington",51.48723488,-0.2056394329
"Wandsworth Rd, Isley Court, Wandsworth Road",51.509648,-0.099076
"Shoreditch Court, Haggerston",51.5390915,-0.0703107
"Westminster University, Marylebone",51.5209064,-0.1400729743
"Ormonde Gate, Chelsea",51.4872167,-0.16059665
"Santos Road, Wandsworth",51.45829018,-0.2010209432
"Great Suffolk Street, The Borough",51.50028652,-0.09674580198
"St. Peter's Terrace, Fulham",51.47893673,-0.208429214
"Hatton Wall, Holborn",51.52156816,-0.108940214
"Here East North, Queen Elizabeth Olympic Park",51.54496,-0.01717721528
"Queensdale Road, Shepherd's Bush",51.509648,-0.099076
"Harford Street, Mile End",51.5201309,-0.03888377514
"Riverlight South, Nine Elms",51.4813891,-0.1381759
"Taviton Street, Bloomsbury",51.5255938,-0.1316409193
"Commercial Street, Shoreditch",51.52245755,-0.0770019
"Halford Road, West Kensington",51.48421484,-0.1969487516
"Clapham Common North Side, Clapham Common",51.4613418,-0.1592604
"St. Chad's Street, King's Cross",51.52915761,-0.1232674162
"Poured Lines, Bankside",51.5066355,-0.1029612
"Sumner Place, South Kensington",51.49276274,-0.1754046479
"Whitehall Place, Strand",51.509648,-0.099076
"South Parade, Chelsea",51.48966954,-0.1736410631
"Broomhouse Lane, Parsons Green",51.509648,-0.099076
"Kennington Lane Rail Bridge, Vauxhall",51.4862611,-0.1222823
"Houghton Street, Strand",51.511477,-0.119579
"Wendon Street, Old Ford",51.5359812,-0.0266005
"Vincent Square, Westminster",51.4933374,-0.1351645758
"St John's Crescent, Brixton",51.46616259,-0.1119251161
"Pott Street, Bethnal Green",51.5268828,-0.0574956
"Empire Square, The Borough",51.50057455,-0.09022231856
"Driffield Road, Old Ford",51.53294572,-0.03662761569
"Antill Road, Mile End",51.52878467,-0.03583870163
"Elizabeth Bridge, Victoria",51.49232314,-0.1471458571
"Hollybush Gardens, Bethnal Green",51.52788714,-0.05713756695
"Lincoln's Inn Fields, Holborn",51.5162327,-0.1165666336
"Fanshaw Street, Hoxton",51.52962194,-0.08068859946
"Victoria Park Road, Hackney Central",51.547046,-0.057562
"Bishop's Avenue, Fulham",51.47281329,-0.2150425393
"Castlehaven Road, Camden Town",51.54412667,-0.144102926
"New Globe Walk, Bankside",51.50760636,-0.09642079395
"Northfields, Wandsworth",51.4613405,-0.2006329369
"World's End Place, West Chelsea",51.486925,-0.167411
"Chapel Place, Marylebone",51.51535184,-0.1467596717
"St. Katharine's Way, Tower",51.50559515,-0.07031975014
"Normandy Road, Stockwell",51.47383689,-0.1124127458
"Warwick Square, Pimlico",51.4907165,-0.1412588315
"Granby Street, Shoreditch",51.527853,-0.08341
"Borough Road, Elephant & Castle",51.4948884,-0.1005731
"Baldwin Street, St. Luke's",51.5268875,-0.08898038476
"Hatton Garden, Holborn",51.5200487,-0.1083706
"Christian Street, Whitechapel",51.5131415,-0.06417830917
"Pont Street, Knightsbridge",51.497098,-0.159886
"Olympia Way, Olympia",51.497437,-0.2094954
"Good's Way, King's Cross",51.5346632,-0.125053
"Gloucester Terrace, Bayswater",51.51806334,-0.1874603201
"Porchester Place, Paddington",51.51534757,-0.1659453323
"Percival Street, Finsbury",51.52615386,-0.1018612469
"Fore Street Avenue, Guildhall",51.509648,-0.099076
"York Way, Kings Cross",51.533479,-0.12235
"Oxford Road, Putney",51.4616,-0.2120796539
"Clarence Walk, Stockwell",51.47112981,-0.1259349419
"Walmer Road, Avondale",53.630819,-3.014206
"Claverton Street, Pimlico",51.48667938,-0.1378769367
"Liverpool Road (N1 Centre), Angel",51.5344856,-0.1069608
"Albert Embankment, Vauxhall",51.49100177,-0.1223135723
"Maclise Road, Olympia",51.497555,-0.21174
"Westminster Pier, Westminster",51.50225445,-0.1231735854
"Exhibition Road Museums 2, South Kensington",51.4959951,-0.1737008
"George Row, Bermondsey",51.49945938,-0.06905367393
"Sea Containers, South Bank",51.392171,-0.300806
"Chicheley Street, South Bank",51.50279303,-0.1168969021
"Handyside Street, King's Cross",51.53773068,-0.1266925238
"Killick Street, King's Cross",51.534138,-0.118768
"Limerston Street, West Chelsea",51.486925,-0.167411
"Guilford Street , Bloomsbury",51.5223049,-0.1246049
"Thessaly Road North, Wandsworth Road",51.509648,-0.099076
"Houndsditch, Aldgate",51.5146636,-0.07760255
"Southwark Station 2, Southwark",51.504035,-0.1047707
"Clerkenwell Green, Clerkenwell",51.5230119,-0.1051077
"Wood Street, Guildhall",51.516789,-0.094014
"St. John's Park, Cubitt Town",51.49667855,-0.009888261783
"Stanley Grove, Battersea",51.46912785,-0.151487975
"Marylebone Lane, Marylebone",51.51575705,-0.1492728224
"West Smithfield Rotunda, Farringdon",51.5187,-0.100627
"Hyde Park Corner, Hyde Park",53.814711,-1.5614823
"London Zoo Car Park, The Regent's Park",51.0381,-3.185703
"Golden Square, Soho",51.51165495,-0.137182957
"Queen Mother Sports Centre, Victoria",51.4936279,-0.1400548
"St. James's Square, St. James's",51.50717806,-0.1362098335
"Holborn Circus, Holborn",51.5179015,-0.1084284
"Clifton Street, Shoreditch",51.5231456,-0.0830876175
"City Road, Angel",51.53115346,-0.1030453155
"Kingsway, Covent Garden",51.51424501,-0.1181869634
"Waterloo Station 1, Waterloo",51.5040322,-0.1138624
"St. John's Road, Clapham Junction",51.46147253,-0.1674031059
"Eel Brook Common, Walham Green",51.4764053,-0.1948216197
"Falcon Road, Clapham Junction",51.46693257,-0.1700087149
"Paddington Green Police Station, Paddington",51.519931,-0.170653
"Putney Pier, Wandsworth",51.45688005,-0.2176729112
"Thornfield House, Poplar",51.50995375,-0.02382547148
"Campden Hill Road, Notting Hill",51.50753491,-0.1993902847
"Aquatic Centre, Queen Elizabeth Olympic Park",51.54496,-0.01717721528
"Clinton Road, Mile End",51.52642896,-0.0367010526
"Union Grove, Wandsworth Road",51.4729599,-0.1339318
"Albert Square, Stockwell",51.4773489,-0.1199784869
"Kingsway Southbound, Strand",51.511477,-0.119579
"Old Quebec Street, Marylebone",51.51454309,-0.1581896166
"Felsham Road, Putney",51.46707371,-0.2239854236
"Southampton Street, Strand",51.5104197,-0.1218468
"Denyer Street, Knightsbridge",51.493482,-0.165242
"Aberfeldy Street, Poplar",51.51369877,-0.005652195132
"Dorset Square, Marylebone",51.5228371,-0.160962821
"Aintree Street, Fulham",51.48061645,-0.2108829786
"Bonner Gate, Victoria Park",53.405618,-2.142794
"Ferndale Road, Brixton",51.46315145,-0.1198822231
"Lansdowne Drive, Hackney Central",51.547046,-0.057562
"Exhibition Road Museums 1, South Kensington",51.496448,-0.1738111
"South Quay West, Canary Wharf",51.504308,-0.020057